head,relation,tail
C0155016,expression present,C0432487
C0155016,expression present,C4225396
C0155016,expression present,C2909036
C0155016,expression present,C0685838
C0155016,expression present,C2936741
C0025309,expression present,C0950121
C0025309,expression present,C0016667
C0025309,expression present,C0009714
C0025309,expression present,C0026705
C0025309,expression present,C1833213
C1876214,expression present,C2931422
C1876214,expression present,C0265492
C1876214,expression present,C0001627
C1876214,expression present,C1302995
C1876214,expression present,C0265292
C1876214,expression present,C0399378
C1876214,expression present,C0950121
C1876214,expression present,C0265233
C1876214,expression present,C0009714
C1876214,expression present,C0020072
C1876214,expression present,C0026705
C1876214,expression present,C1833213
C1876214,expression present,C0022541
C1876214,expression present,C0265345
C1876214,expression present,C0022577
C1876214,expression present,C0043346
C1876214,expression present,C3266843
C1876214,expression present,C0043388
C1876214,expression present,C0043395
C1876214,expression present,C0221348
C1876214,expression present,C0043459
C1876214,expression present,C0027059
C1876214,expression present,C0796160
C1876214,expression present,C5442005
C1876214,expression present,C0342907
C1876214,expression present,C0432487
C1876214,expression present,C4225396
C1876214,expression present,C2909036
C1876214,expression present,C0685838
C0018799,expression present,C2931422
C0018799,expression present,C0265492
C0018799,expression present,C0001627
C0018799,expression present,C0265292
C0018799,expression present,C0282207
C0018799,expression present,C0399378
C0018799,expression present,C0950121
C0018799,expression present,C0265233
C0018799,expression present,C0009714
C0018799,expression present,C0020072
C0018799,expression present,C0026705
C0018799,expression present,C1833213
C0018799,expression present,C0022577
C0018799,expression present,C0043346
C0018799,expression present,C3266843
C0018799,expression present,C0043388
C0018799,expression present,C0043395
C0018799,expression present,C0043459
C0018799,expression present,C0027059
C0018799,expression present,C0796160
C0018799,expression present,C4708600
C0018799,expression present,C0751882
C0018799,expression present,C2676770
C0018799,expression present,C4721555
C0018799,expression present,C5442005
C0018799,expression present,C0342907
C0018799,expression present,C0432487
C0018799,expression present,C4225396
C0018799,expression present,C2909036
C0018799,expression present,C2936741
C0236816,expression present,C0265492
C0236816,expression present,C0001627
C0236816,expression present,C0265292
C0236816,expression present,C0399378
C0236816,expression present,C0950121
C0236816,expression present,C0009714
C0236816,expression present,C0026705
C0236816,expression present,C1833213
C0236816,expression present,C0022541
C0236816,expression present,C0265345
C0236816,expression present,C0043346
C0236816,expression present,C3266843
C0003614,expression present,C0265492
C0003614,expression present,C0001627
C0003614,expression present,C0265292
C0003614,expression present,C0399378
C0003614,expression present,C0950121
C0003614,expression present,C0009714
C0003614,expression present,C0026705
C0003614,expression present,C1833213
C0003614,expression present,C0022541
C0003614,expression present,C0043346
C0003614,expression present,C3266843
C0030470,expression present,C0238062
C0030470,expression present,C0001627
C0030470,expression present,C1302995
C0030470,expression present,C0399378
C0030470,expression present,C0950121
C0030470,expression present,C0016667
C0030470,expression present,C0026705
C0030470,expression present,C1833213
C0030470,expression present,C0022541
C0030470,expression present,C0022577
C0030470,expression present,C5442005
C0030470,expression present,C0342907
C0030470,expression present,C0685838
C0030297,expression present,C0238062
C0030297,expression present,C1302995
C0030297,expression present,C0399378
C0030297,expression present,C0950121
C0030297,expression present,C0026705
C0030297,expression present,C0022541
C0030297,expression present,C0022577
C0030297,expression present,C5442005
C0003886,expression present,C1302995
C0003886,expression present,C0342907
C4520981,expression present,C2931422
C4520981,expression present,C0265492
C4520981,expression present,C0001627
C4520981,expression present,C1302995
C4520981,expression present,C0265292
C4520981,expression present,C0282207
C4520981,expression present,C0399378
C4520981,expression present,C0950121
C4520981,expression present,C0016667
C4520981,expression present,C0265233
C4520981,expression present,C0009714
C4520981,expression present,C1708350
C4520981,expression present,C0020072
C4520981,expression present,C0026705
C4520981,expression present,C1833213
C4520981,expression present,C0022541
C4520981,expression present,C0037231
C4520981,expression present,C0028860
C4520981,expression present,C0265345
C4520981,expression present,C0004779
C4520981,expression present,C0022577
C4520981,expression present,C0043346
C4520981,expression present,C3266843
C4520981,expression present,C0043388
C4520981,expression present,C0043395
C4520981,expression present,C0221348
C4520981,expression present,C1857663
C4520981,expression present,C0043459
C4520981,expression present,C0027059
C4520981,expression present,C0796160
C4520981,expression present,C4708600
C4520981,expression present,C0751882
C4520981,expression present,C2676770
C4520981,expression present,C5442005
C4520981,expression present,C0342907
C4520981,expression present,C0432487
C4520981,expression present,C4225396
C4520981,expression present,C2909036
C4520981,expression present,C0685838
C4520981,expression present,C2936741
C0282488,expression present,C2931422
C0282488,expression present,C0265492
C0282488,expression present,C0001627
C0282488,expression present,C1302995
C0282488,expression present,C0265292
C0282488,expression present,C0282207
C0282488,expression present,C0399378
C0282488,expression present,C0950121
C0282488,expression present,C0015773
C0282488,expression present,C0016667
C0282488,expression present,C0265233
C0282488,expression present,C0009714
C0282488,expression present,C1708350
C0282488,expression present,C0020072
C0282488,expression present,C0026705
C0282488,expression present,C1833213
C0282488,expression present,C0022541
C0282488,expression present,C0037231
C0282488,expression present,C0028860
C0282488,expression present,C0265345
C0282488,expression present,C0004779
C0282488,expression present,C0022577
C0282488,expression present,C0043346
C0282488,expression present,C3266843
C0282488,expression present,C0043388
C0282488,expression present,C0043395
C0282488,expression present,C0221348
C0282488,expression present,C1857663
C0282488,expression present,C0043459
C0282488,expression present,C0027059
C0282488,expression present,C0796160
C0282488,expression present,C4708600
C0282488,expression present,C0751882
C0282488,expression present,C2676770
C0282488,expression present,C4721555
C0282488,expression present,C5442005
C0282488,expression present,C0342907
C0282488,expression present,C0432487
C0282488,expression present,C4225396
C0282488,expression present,C2909036
C0282488,expression present,C0685838
C0282488,expression present,C2936741
C0877208,expression present,C2931422
C0877208,expression present,C0265492
C0877208,expression present,C0001627
C0877208,expression present,C1302995
C0877208,expression present,C0265292
C0877208,expression present,C0282207
C0877208,expression present,C0399378
C0877208,expression present,C0950121
C0877208,expression present,C0016667
C0877208,expression present,C0265233
C0877208,expression present,C0009714
C0877208,expression present,C1708350
C0877208,expression present,C0020072
C0877208,expression present,C0026705
C0877208,expression present,C1833213
C0877208,expression present,C0022541
C0877208,expression present,C0037231
C0877208,expression present,C0028860
C0877208,expression present,C0265345
C0877208,expression present,C0004779
C0877208,expression present,C0022577
